date,ts,wp,hi,lo,open
2018-01-01,1514764800.0,13425.054178008337,13889.0,12952.5,13863.14
2017-12-15,1513296000.0,17548.214432288198,17899.0,16745.0,16749.79
2015-12-11,1449792000.0,433.04786697596484,453.13,415.67,415.68
2016-08-24,1471996800.0,579.769196828272,582.68,575.29,582.39
2017-07-16,1500163200.0,1928.0827018205546,2043.94,1758.2,1964.33
2016-11-27,1480204800.0,733.4104657112999,737.95,728.01,735.69
2015-06-12,1434067200.0,230.01509537257667,231.32,229.01,229.68
2015-06-18,1434585600.0,249.21301436778472,253.29,243.51,250.18
2016-05-12,1463011200.0,452.7039671396526,456.57,449.27,454.56
2015-12-25,1451001600.0,455.53771816555576,458.99,450.01,455.74
2015-06-11,1433980800.0,229.7197122727921,230.92,228.7,228.79
2017-06-27,1498521600.0,2395.5150075820134,2575.75,2264.0,2407.91
2015-12-04,1449187200.0,361.0933190236527,364.85,355.43,361.89
2015-05-15,1431648000.0,237.9019975377704,239.0,236.89,237.39
2017-11-02,1509580800.0,7003.93021768967,7445.0,6759.0,6783.69
2017-10-06,1507248000.0,4361.141222883873,4407.0,4299.99,4320.02
2015-08-10,1439164800.0,265.8618270867228,268.89,263.17,267.6
2016-03-26,1458950400.0,416.53914633975654,417.77,414.37,416.42
2016-09-22,1474502400.0,596.8827878335624,598.54,594.78,597.0
2017-09-06,1504656000.0,4585.1117758093005,4692.0,4431.0,4432.51
2017-11-29,1511913600.0,10485.014746377174,11485.0,8595.55,9949.0
2016-11-22,1479772800.0,739.5810563323182,748.77,726.38,736.39
2017-05-16,1494892800.0,1744.9380679521566,1777.76,1690.14,1747.81
2016-08-25,1472083200.0,575.3499285126187,579.0,573.12,578.68
2015-06-10,1433894400.0,229.12228573327113,230.45,227.98,229.31
2015-12-27,1451174400.0,422.5194852408906,429.85,410.02,419.41
2017-06-13,1497312000.0,2714.7490379157657,2798.99,2649.47,2654.36
2016-03-31,1459382400.0,415.22565972551433,417.6,412.74,412.97
2017-08-09,1502236800.0,3345.2792888842396,3428.29,3232.62,3423.28
2017-07-17,1500249600.0,2052.46593388354,2238.07,1909.58,1911.79
2017-12-29,1514505600.0,14556.453516057636,15105.34,14041.81,14450.01
2016-07-09,1468022400.0,653.8208064589373,667.3,608.0,667.07
2016-06-14,1465862400.0,687.4544052632713,706.45,650.02,706.02
2016-01-17,1452988800.0,384.13795240764017,391.0,372.0,388.7
2015-08-24,1440374400.0,220.89105181180565,229.24,210.0,229.23
2017-02-18,1487376000.0,1066.4383848737489,1073.8,1055.6,1057.3
2017-09-30,1506729600.0,4269.634125404794,4356.28,4143.52,4156.99
2016-06-13,1465776000.0,692.2044228758757,720.0,663.55,677.45
2016-09-15,1473897600.0,608.0712143220424,609.49,603.33,608.47
2017-07-20,1500508800.0,2488.238480661112,2957.0,2258.99,2258.99
2016-05-30,1464566400.0,531.3935562006394,541.0,519.0,525.22
2015-09-17,1442448000.0,231.3616870418122,235.93,229.01,229.72
2017-06-02,1496361600.0,2425.2991144197917,2478.99,2379.44,2419.98
2017-11-03,1509667200.0,7246.87730730563,7449.99,6955.89,7039.99
2016-07-14,1468454400.0,659.3083822890703,663.99,640.0,655.3
2017-04-14,1492128000.0,1182.551475934445,1196.92,1170.14,1177.05
2015-05-02,1430524800.0,235.2716298224726,237.15,233.0,233.15
2017-07-03,1499040000.0,2520.6330222378488,2584.78,2479.75,2515.37
2016-12-28,1482883200.0,952.0234161199804,983.46,923.95,925.28
2016-05-21,1463788800.0,445.58692770408874,446.99,441.88,445.52
2016-05-07,1462579200.0,461.4691130619653,464.0,459.55,462.31
2015-06-22,1434931200.0,246.13434148462528,248.5,243.86,244.66
2017-07-08,1499472000.0,2519.659178127847,2563.5,2471.22,2501.15
2016-02-21,1456012800.0,438.1019520623964,448.7,426.01,438.04
2016-04-30,1461974400.0,455.9849547398054,459.33,450.13,458.8
2016-06-27,1466985600.0,647.7737426075826,659.98,630.0,638.56
2016-06-24,1466726400.0,667.0260058642086,700.0,631.01,631.1
2017-12-23,1513987200.0,15102.206160221513,16261.0,13750.0,14229.47
2016-09-13,1473724800.0,608.0152872972913,609.99,605.16,606.86
2017-01-29,1485648000.0,922.7508713016716,927.47,915.0,924.69
2016-06-03,1464912000.0,555.0847066664023,578.0,535.96,538.06
2016-08-31,1472601600.0,572.5149613901942,575.15,569.21,574.95
2017-10-23,1508716800.0,5888.841190782425,6057.02,5650.98,6005.05
2017-07-11,1499731200.0,2346.836397992079,2410.0,2265.0,2330.93
2015-05-12,1431388800.0,242.16682827302068,243.4,240.37,242.75
2016-08-13,1471046400.0,587.9127327141522,589.5,586.0,587.68
2016-01-31,1454198400.0,379.6488887538816,382.5,365.0,378.46
2015-10-03,1443830400.0,239.30553294856279,240.62,237.73,238.31
2017-07-05,1499212800.0,2581.961651926039,2630.24,2551.06,2602.0
2016-07-04,1467590400.0,674.2868793339499,683.69,653.16,664.09
2017-06-21,1498003200.0,2691.1258174255577,2781.59,2559.51,2725.11
2017-09-03,1504396800.0,4642.935547335001,4749.99,4524.0,4642.39
2015-11-25,1448409600.0,322.88386085127803,330.06,316.26,320.96
2016-01-15,1452816000.0,400.18206046957613,430.29,357.3,430.04
2017-10-26,1508976000.0,5831.897585319101,5985.0,5701.0,5739.97
2016-03-22,1458604800.0,415.71618657057655,417.79,411.0,411.98
2015-04-19,1429401600.0,224.66779198778488,226.72,223.44,224.02
2016-11-25,1480032000.0,734.4134199347283,739.99,729.0,737.99
2016-02-18,1455753600.0,419.73120487432556,423.2,415.01,415.18
2016-02-09,1454976000.0,371.9763786701802,374.93,370.13,371.08
2015-05-21,1432166400.0,235.5469755022155,236.74,234.16,234.55
2016-03-20,1458432000.0,411.5146350841244,415.34,409.36,410.2
2015-09-26,1443225600.0,235.0385350864928,236.2,233.5,235.88
2017-07-26,1501027200.0,2498.2708941114606,2614.0,2403.0,2564.0
2017-05-28,1495929600.0,2228.6825601625683,2342.99,2099.86,2099.99
2015-07-16,1437004800.0,282.6480756023332,292.78,275.0,285.7
2015-10-29,1446076800.0,310.438619044895,320.99,301.8,304.1
2016-09-05,1473033600.0,607.5640366212234,611.99,601.63,611.94
2016-10-25,1477353600.0,653.7471754046944,657.5,648.99,649.98
2017-06-10,1497052800.0,2856.3504513079165,2942.04,2801.25,2811.37
2016-01-28,1453939200.0,384.31613809972197,395.0,377.12,394.6
2016-03-23,1458691200.0,417.09061150732015,418.99,413.95,416.66
2015-07-25,1437782400.0,289.1254031106109,291.67,286.82,289.12
2016-06-15,1465948800.0,685.5607820400976,699.3,673.0,684.99
2016-02-17,1455667200.0,414.2160905871461,420.13,405.69,407.41
2017-06-20,1497916800.0,2652.9513140984013,2776.95,2585.42,2596.99
2017-05-31,1496188800.0,2250.2229624413194,2338.91,2173.8,2191.6
2017-03-16,1489622400.0,1223.2674508924306,1277.27,1117.77,1263.55
2016-05-04,1462320000.0,449.5824537945968,453.23,446.76,452.21
2015-11-12,1447286400.0,328.59317096362446,344.99,312.24,313.2
2015-05-30,1432944000.0,234.13734604271448,236.99,231.0,236.89
2017-07-19,1500422400.0,2309.078773673194,2396.0,2216.0,2307.48
2016-05-22,1463875200.0,444.66130707706964,446.45,440.89,446.27
2017-03-19,1489881600.0,1012.933747211259,1062.92,961.59,970.0
2017-12-11,1512950400.0,16692.398514648634,17493.0,15200.0,15290.01
2015-10-18,1445126400.0,268.5730216720071,273.5,262.94,272.88
2015-08-21,1440115200.0,234.49562052686133,236.99,231.15,235.56
2017-04-24,1492992000.0,1252.727242943123,1261.16,1246.31,1251.91
2016-10-14,1476403200.0,636.9628134631993,639.99,624.08,635.8
2017-03-26,1490486400.0,974.124366820911,1005.0,943.9,963.72
2017-10-10,1507593600.0,4816.787343592286,4925.65,4701.53,4769.55
2015-06-16,1434412800.0,242.23836578638185,253.26,236.01,236.92
2015-10-06,1444089600.0,243.75733626044493,248.0,240.31,240.93
2015-07-15,1436918400.0,291.114647862063,294.11,284.98,287.48
2015-09-14,1442188800.0,231.0747550200206,233.99,228.01,230.83
2015-09-18,1442534400.0,233.46352728479818,234.96,231.75,233.31
2015-06-05,1433462400.0,224.78253283647916,226.74,223.01,224.57
2016-11-18,1479427200.0,742.6527503004357,751.0,728.89,729.61
2017-02-09,1486598400.0,1026.9082004509307,1079.0,925.0,1057.22
2017-10-27,1509062400.0,5832.490672805009,5998.0,5708.8,5891.61
2015-09-01,1441065600.0,228.8511263113263,233.5,226.42,230.76
2017-11-16,1510790400.0,7457.429555664288,7985.37,7130.0,7294.0
2016-12-11,1481414400.0,769.5624767698469,776.08,765.0,776.05
2015-11-22,1448150400.0,324.49476854689584,327.0,321.0,326.99
2015-07-17,1437091200.0,277.86817314553485,281.38,272.64,279.38
2015-04-15,1429056000.0,222.270770987556,224.52,218.09,221.05
2017-11-17,1510876800.0,7837.660573384378,7988.5,7536.0,7838.54
2016-12-27,1482796800.0,916.857179929404,943.36,895.0,902.08
2017-06-01,1496275200.0,2404.708651893119,2488.0,2302.0,2303.61
2015-08-23,1440288000.0,230.35553478509036,233.25,226.15,231.16
2017-07-28,1501200000.0,2737.315402187916,2825.11,2655.55,2664.99
2017-07-27,1501113600.0,2568.8009189485406,2686.2,2514.1,2525.98
2016-04-20,1461110400.0,438.9936491180006,444.07,436.17,437.06
2016-11-07,1478476800.0,707.9401125350008,717.32,701.35,717.04
2015-05-11,1431302400.0,242.1365918869858,245.49,239.5,241.57
2016-08-26,1472169600.0,577.739634294818,579.86,574.85,575.57
2016-06-07,1465257600.0,583.018900859339,590.95,483.78,586.75
2015-07-29,1438128000.0,292.0364750532775,296.58,289.01,295.74
2016-06-02,1464825600.0,536.2310067101878,541.2,531.86,534.85
2015-07-03,1435881600.0,255.25464564365922,257.37,252.77,254.86
2017-01-16,1484524800.0,834.8424413288266,840.0,826.03,833.43
2015-09-09,1441756800.0,241.2267667049511,244.69,238.6,244.24
2016-09-14,1473811200.0,609.5807059197019,611.99,608.0,608.39
2016-09-03,1472860800.0,580.4770988718601,600.99,574.67,576.41
2016-02-29,1456704000.0,436.14960821392935,442.0,431.13,433.73
2017-11-07,1510012800.0,7112.99178269666,7232.84,6968.49,6969.76
2015-07-30,1438214400.0,288.5964477506668,291.56,286.56,290.26
2016-03-21,1458518400.0,409.6037359080763,412.13,406.89,411.25
2016-10-27,1477526400.0,683.462708355209,692.41,673.54,674.0
2017-06-22,1498089600.0,2664.958752028754,2724.69,2598.0,2643.33
2017-07-04,1499126400.0,2597.229538687012,2636.1,2542.18,2542.41
2016-05-23,1463961600.0,443.72132506934724,446.3,440.79,442.45
2015-08-27,1440633600.0,226.57450237579178,229.99,224.0,226.72
2015-11-19,1447891200.0,331.4461341937219,336.38,324.9,335.5
2015-09-16,1442361600.0,229.40997876837525,232.0,226.85,230.67
2016-12-08,1481155200.0,768.1810958359231,772.82,761.71,764.34
2017-08-22,1503360000.0,3934.6917815078464,4145.0,3583.46,4002.0
2015-09-25,1443139200.0,235.99555441727813,237.62,234.02,235.35
2017-12-14,1513209600.0,16791.159969637512,17199.6,16256.0,16689.62
2016-07-10,1468108800.0,650.7375211234437,657.61,641.0,657.61
2016-04-16,1460764800.0,432.41995064168077,434.89,429.89,430.82
2015-06-25,1435190400.0,241.82250595567356,243.44,239.91,240.14
2015-12-21,1450656000.0,436.4845395233538,444.44,424.66,442.36
2015-07-19,1437264000.0,276.81083334568103,278.48,275.0,277.71
2015-12-29,1451347200.0,425.37030659013243,433.9,419.31,421.94
2015-08-26,1440547200.0,226.2833143361249,231.97,220.16,223.73
2017-05-03,1493769600.0,1482.2642034483326,1533.0,1453.68,1471.79
2016-01-18,1453075200.0,380.45522494521515,386.1,370.1,378.47
2017-12-31,1514678400.0,13386.497711379865,14280.26,12633.8,12839.98
2015-11-30,1448841600.0,376.39290203774345,382.87,367.5,372.25
2015-06-24,1435104000.0,242.59925586106203,244.92,239.51,244.54
2015-08-25,1440460800.0,215.9690458805973,229.49,198.02,211.16
2017-12-30,1514592000.0,13584.142077233353,14639.79,12500.0,14565.04
2016-01-29,1454025600.0,376.9064998585408,385.05,363.25,379.63
2015-08-02,1438473600.0,280.48820760418084,282.62,277.33,281.9
2017-10-08,1507420800.0,4501.692441129447,4612.0,4420.01,4425.0
2016-08-07,1470528000.0,594.3102533409441,598.65,587.2,591.7
2017-03-03,1488499200.0,1278.9798208270806,1294.99,1255.61,1269.17
